name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Brens,Brouwerij Martens NV,Belgium,European Pale LagerRanked #24,European Pale Lager,Ranked #24, 5%,"83Ranked #23,995",83,"Ranked #23,995",3.62 | pDev: 11.05%,3.62,11.05%,15,33,Active,"Nov 09, 2020"
Williams Ceilidh (Premium Scottish Lager),Williams Brothers Brewing Company,"Scotland, United Kingdom",European Pale LagerRanked #25,European Pale Lager,Ranked #25, 4.7%,"85Ranked #20,714",85,"Ranked #20,714",3.73 | pDev: 12.06%,3.73,12.06%,11,17,Active,"Aug 27, 2009"
Svijetlo Velebitsko,Pivovara Ličanka,Croatia (Hrvatska),European Pale LagerRanked #26,European Pale Lager,Ranked #26, 5.1%,"84Ranked #22,460",84,"Ranked #22,460",3.67 | pDev: 18.8%,3.67,18.8%,8,22,Active,"Oct 18, 2008"
Imper Ale Bionda,Birra Tenute Collesi SRL,Italy,European Pale LagerRanked #27,European Pale Lager,Ranked #27, 6%,"83Ranked #24,376",83,"Ranked #24,376",3.6 | pDev: 13.61%,3.6,13.61%,12,34,Active,"Apr 24, 2010"
Perla Miodowa (Honey),Perla Browary Lubelskie S.A.,Poland,European Pale LagerRanked #28,European Pale Lager,Ranked #28, 6%,"82Ranked #25,552",82,"Ranked #25,552",3.55 | pDev: 17.46%,3.55,17.46%,23,54,Active,"Sep 20, 2013"
Stella Artois 5.2%,Stella Artois,Belgium,European Pale LagerRanked #29,European Pale Lager,Ranked #29, 5.2%,"83Ranked #24,069",83,"Ranked #24,069",3.61 | pDev: 15.79%,3.61,15.79%,7,30,Active,"Jan 07, 2014"
Local Logger,Everybody's Brewing,"Washington, United States",European Pale LagerRanked #30,European Pale Lager,Ranked #30, 4.8%,"82Ranked #25,600",82,"Ranked #25,600",3.54 | pDev: 12.43%,3.54,12.43%,21,48,Active,"Nov 23, 2010"
Prototyp,Kehrwieder Kreativbrauerei,Germany,European Pale LagerRanked #31,European Pale Lager,Ranked #31, 5.9%,"84Ranked #22,643",84,"Ranked #22,643",3.65 | pDev: 13.97%,3.65,13.97%,7,19,Active,"Feb 16, 2014"
Frontier,Fuller's,"England, United Kingdom",European Pale LagerRanked #32,European Pale Lager,Ranked #32, 4.5%,"81Ranked #26,246",81,"Ranked #26,246",3.5 | pDev: 11.14%,3.5,11.14%,19,68,Active,"Nov 20, 2013"
Korev,St. Austell Brewery,"England, United Kingdom",European Pale LagerRanked #33,European Pale Lager,Ranked #33, 4.8%,"83Ranked #24,719",83,"Ranked #24,719",3.57 | pDev: 14.29%,3.57,14.29%,11,30,Active,"Dec 28, 2011"
O.K. Beer,Browar Okocim S.A. (Carlsberg),Poland,European Pale LagerRanked #34,European Pale Lager,Ranked #34, 5.6%,"79Ranked #27,015",79,"Ranked #27,015",3.45 | pDev: 15.65%,3.45,15.65%,256,461,Active,"Sep 16, 2001"
Poznan Piwo,Voodoo Brewing Company,"Pennsylvania, United States",European Pale LagerRanked #35,European Pale Lager,Ranked #35, 6.2%,"86Ranked #19,689",86,"Ranked #19,689",3.75 | pDev: 10.67%,3.75,10.67%,8,12,Active,"Jan 01, 2018"
Krušovice Lezák 12%,Královský Pivovar Krušovice a.s.,Czechia,European Pale LagerRanked #36,European Pale Lager,Ranked #36, 5%,"83Ranked #24,735",83,"Ranked #24,735",3.56 | pDev: 14.04%,3.56,14.04%,12,27,Active,"Aug 16, 2004"
Pachanga,Sun King Brewing Company,"Indiana, United States",European Pale LagerRanked #37,European Pale Lager,Ranked #37, 4.2%,"81Ranked #26,223",81,"Ranked #26,223",3.49 | pDev: 12.03%,3.49,12.03%,16,55,Active,"Apr 24, 2017"
Bearface Lager,Drygate Brewery,"Scotland, United Kingdom",European Pale LagerRanked #38,European Pale Lager,Ranked #38, 4.4%,"83Ranked #24,201",83,"Ranked #24,201",3.58 | pDev: 10.89%,3.58,10.89%,9,23,Active,"Jul 02, 2014"
Warminskie Rewolucje,Browar Kormoran,Poland,European Pale LagerRanked #39,European Pale Lager,Ranked #39, 5.2%,"86Ranked #19,405",86,"Ranked #19,405",3.75 | pDev: 11.2%,3.75,11.2%,3,10,Active,"Sep 05, 2014"
Blonde,Asbury Park Brewery,"New Jersey, United States",European Pale LagerRanked #40,European Pale Lager,Ranked #40, 4.9%,"81Ranked #25,772",81,"Ranked #25,772",3.5 | pDev: 12%,3.5,12%,10,34,Active,"Sep 07, 2016"
Aass Fatøl,Aass Brewery,Norway,European Pale LagerRanked #41,European Pale Lager,Ranked #41, 4.7%,"86Ranked #19,614",86,"Ranked #19,614",3.74 | pDev: 16.84%,3.74,16.84%,1,10,Active,"Jul 28, 2014"
Zythos VAP,VAP P. Kougios S.A.,Greece,European Pale LagerRanked #42,European Pale Lager,Ranked #42, 5%,"85Ranked #21,784",85,"Ranked #21,784",3.66 | pDev: 20.77%,3.66,20.77%,5,13,Active,"Jun 19, 2014"
Einsiedler Bier Lager Hell,Brauerei Rosengarten AG,Switzerland,European Pale LagerRanked #43,European Pale Lager,Ranked #43, 4.8%,"85Ranked #20,826",85,"Ranked #20,826",3.69 | pDev: 17.89%,3.69,17.89%,3,11,Active,"Jul 27, 2011"
Perla Chmielowa (Hop Pearl),Perla Browary Lubelskie S.A.,Poland,European Pale LagerRanked #44,European Pale Lager,Ranked #44, 6%,"78Ranked #27,121",78,"Ranked #27,121",3.41 | pDev: 15.84%,3.41,15.84%,84,147,Active,"Jul 22, 2002"
Daura,Damm S. A.,Spain,European Pale LagerRanked #45,European Pale Lager,Ranked #45, 5.4%,"82Ranked #24,928",82,"Ranked #24,928",3.53 | pDev: 16.15%,3.53,16.15%,8,23,Active,"Sep 16, 2016"
Landsort Lager,Nynäshamns Ångbryggeri,Sweden,European Pale LagerRanked #46,European Pale Lager,Ranked #46, 5.6%,"82Ranked #25,601",82,"Ranked #25,601",3.5 | pDev: 14.86%,3.5,14.86%,12,29,Active,"Mar 26, 2003"
Swinckels' Superieur Pilsner,Swinkels Family Brewers,Netherlands,European Pale LagerRanked #47,European Pale Lager,Ranked #47, 5.3%,"81Ranked #25,991",81,"Ranked #25,991",3.48 | pDev: 13.79%,3.48,13.79%,16,35,Active,"Dec 18, 2009"
St.Galler Klosterbräu,Brauerei Schützengarten AG,Switzerland,European Pale LagerRanked #48,European Pale Lager,Ranked #48, 5.2%,"84Ranked #23,272",84,"Ranked #23,272",3.59 | pDev: 22.28%,3.59,22.28%,5,15,Active,"Mar 01, 2005"
Burma Blonde,Flying Tiger Brewery,"Louisiana, United States",European Pale LagerRanked #49,European Pale Lager,Ranked #49, 5.1%,"85Ranked #21,439",85,"Ranked #21,439",3.66 | pDev: 8.74%,3.66,8.74%,2,11,Active,"Feb 07, 2018"
Schlägl Urquell,Stiftsbrauerei Schlägl,Austria,European Pale LagerRanked #50,European Pale Lager,Ranked #50, 5.2%,"82Ranked #25,368",82,"Ranked #25,368",3.5 | pDev: 14.29%,3.5,14.29%,11,24,Active,"Feb 02, 2010"
Hop House 13,Guinness Ltd.,Ireland,European Pale LagerRanked #51,European Pale Lager,Ranked #51, 5%,"78Ranked #27,326",78,"Ranked #27,326",3.38 | pDev: 15.09%,3.38,15.09%,60,235,Active,"Feb 28, 2015"
Urpiner Premium,"Banskobystricky Pivovar, a.s. (Brewery Urpin BB Ltd.)",Slovak Republic,European Pale LagerRanked #52,European Pale Lager,Ranked #52, 5%,"83Ranked #23,593",83,"Ranked #23,593",3.57 | pDev: 21.85%,3.57,21.85%,6,15,Active,"Aug 01, 2015"
Okocim (Zagloba) Premium Beer,Browar Okocim S.A. (Carlsberg),Poland,European Pale LagerRanked #53,European Pale Lager,Ranked #53, 5.9%,"79Ranked #26,886",79,"Ranked #26,886",3.41 | pDev: 17.6%,3.41,17.6%,47,63,Active,"Sep 15, 2001"
Colorado Cauim,Cervejaria Colorado,Brazil,European Pale LagerRanked #54,European Pale Lager,Ranked #54, 4.5%,"81Ranked #25,644",81,"Ranked #25,644",3.48 | pDev: 12.93%,3.48,12.93%,5,25,Active,"Oct 03, 2010"
Lezajsk Beer,Zywiec Breweries PLC (Heineken),Poland,European Pale LagerRanked #55,European Pale Lager,Ranked #55, 5.5%,"80Ranked #26,641",80,"Ranked #26,641",3.42 | pDev: 21.35%,3.42,21.35%,12,44,Active,"Aug 16, 2014"
Volkan Santorini Blonde,Volkan,Greece,European Pale LagerRanked #56,European Pale Lager,Ranked #56, 5%,"80Ranked #26,622",80,"Ranked #26,622",3.42 | pDev: 8.19%,3.42,8.19%,12,42,Active,"Jun 19, 2014"
Korça Blonde (Bjonde),Birra Korça,Albania,European Pale LagerRanked #57,European Pale Lager,Ranked #57, 4.1%,"80Ranked #26,672",80,"Ranked #26,672",3.41 | pDev: 18.48%,3.41,18.48%,21,42,Active,"Sep 14, 2008"
Premium Lager,Theresianer HTS 1892 Spa,Italy,European Pale LagerRanked #58,European Pale Lager,Ranked #58, 4.8%,"82Ranked #25,501",82,"Ranked #25,501",3.47 | pDev: 11.53%,3.47,11.53%,8,21,Active,"May 17, 2009"
The Crafty Brewing Company Irish Lager,Rye River Brewing Company,Ireland,European Pale LagerRanked #59,European Pale Lager,Ranked #59, 5%,"81Ranked #25,887",81,"Ranked #25,887",3.45 | pDev: 12.46%,3.45,12.46%,6,24,Active,"Feb 20, 2016"
Battin Gambrinus,Brasserie Battin,Luxembourg,European Pale LagerRanked #60,European Pale Lager,Ranked #60, 5.2%,"81Ranked #26,149",81,"Ranked #26,149",3.43 | pDev: 15.16%,3.43,15.16%,9,26,Active,"May 11, 2003"
Lager Beer,Innis & Gunn,"Scotland, United Kingdom",European Pale LagerRanked #61,European Pale Lager,Ranked #61, 4.6%,"77Ranked #27,459",77,"Ranked #27,459",3.34 | pDev: 15.87%,3.34,15.87%,40,152,Active,"Nov 27, 2013"
Captain's Log Lager,Cameron's Brewing Co.,"Ontario, Canada",European Pale LagerRanked #62,European Pale Lager,Ranked #62, 5%,"78Ranked #27,320",78,"Ranked #27,320",3.35 | pDev: 14.03%,3.35,14.03%,39,93,Active,"Apr 19, 2003"
London Lager (Liquid London),Meantime Brewing Company Limited,"England, United Kingdom",European Pale LagerRanked #63,European Pale Lager,Ranked #63, 4.5%,"78Ranked #27,262",78,"Ranked #27,262",3.35 | pDev: 16.12%,3.35,16.12%,20,72,Active,"Jul 01, 2011"
Hogstar,Hog's Back Brewery,"England, United Kingdom",European Pale LagerRanked #64,European Pale Lager,Ranked #64, 4.5%,"84Ranked #22,840",84,"Ranked #22,840",3.56 | pDev: 11.24%,3.56,11.24%,5,10,Active,"Aug 01, 2014"
Lager Cieszynski,Browar Zamkowy Cieszyn,Poland,European Pale LagerRanked #65,European Pale Lager,Ranked #65, 5%,"84Ranked #22,842",84,"Ranked #22,842",3.56 | pDev: 6.46%,3.56,6.46%,5,10,Active,"Nov 29, 2015"
Taddy Lager,Samuel Smith Old Brewery (Tadcaster),"England, United Kingdom",European Pale LagerRanked #66,European Pale Lager,Ranked #66, 3.7%,"79Ranked #26,920",79,"Ranked #26,920",3.37 | pDev: 12.46%,3.37,12.46%,8,41,Active,"Jun 17, 2011"
Super Cadix,Antwerpse Brouw Compagnie N.V.,Belgium,European Pale LagerRanked #67,European Pale Lager,Ranked #67, 5.6%,"83Ranked #23,984",83,"Ranked #23,984",3.51 | pDev: 9.69%,3.51,9.69%,2,12,Active,"Jan 30, 2018"
Cold Gold,Habesha Breweries,Ethiopia,European Pale LagerRanked #68,European Pale Lager,Ranked #68, 4.8%,"79Ranked #26,832",79,"Ranked #26,832",3.37 | pDev: 13.35%,3.37,13.35%,15,36,Active,"Sep 11, 2018"
Staropolskie Miodne,Browar Staropolski,Poland,European Pale LagerRanked #69,European Pale Lager,Ranked #69, 4.7%,"83Ranked #23,643",83,"Ranked #23,643",3.52 | pDev: 5.4%,3.52,5.4%,7,11,Active,"Mar 29, 2019"
WinterStern,Hofbrauhaus Wolters GmbH,Germany,European Pale LagerRanked #70,European Pale Lager,Ranked #70, 4.8%,"81Ranked #26,133",81,"Ranked #26,133",3.41 | pDev: 17.3%,3.41,17.3%,12,22,Active,"Sep 20, 2017"
Appenzeller Naturperle,Brauerei Locher AG,Switzerland,European Pale LagerRanked #71,European Pale Lager,Ranked #71, 5.2%,"82Ranked #25,053",82,"Ranked #25,053",3.46 | pDev: 14.16%,3.46,14.16%,9,15,Active,"Jul 25, 2004"
Gran Riserva Doppio Malto,Birra Peroni Industriale S.p.A.,Italy,European Pale LagerRanked #72,European Pale Lager,Ranked #72, 6.6%,"76Ranked #27,563",76,"Ranked #27,563",3.31 | pDev: 16.01%,3.31,16.01%,69,142,Active,"Jun 19, 2002"
Bomonti Filtresiz,Anadolu Efes Brewery,Turkey,European Pale LagerRanked #73,European Pale Lager,Ranked #73, 4.8%,"78Ranked #27,099",78,"Ranked #27,099",3.34 | pDev: 20.66%,3.34,20.66%,3,43,Active,"Jun 15, 2014"
National Premium,National Brewing Company,"Maryland, United States",European Pale LagerRanked #74,European Pale Lager,Ranked #74, 5%,"79Ranked #26,907",79,"Ranked #26,907",3.35 | pDev: 14.03%,3.35,14.03%,14,34,Active,"Sep 21, 2012"
Tennent's 1885 Lager,Tennent Caledonian Breweries,"Scotland, United Kingdom",European Pale LagerRanked #75,European Pale Lager,Ranked #75, 5%,"79Ranked #26,717",79,"Ranked #26,717",3.36 | pDev: 10.12%,3.36,10.12%,10,29,Active,"Mar 24, 2015"
Blonde Lager,Bira 91,India,European Pale LagerRanked #76,European Pale Lager,Ranked #76, 4.9%,"81Ranked #26,023",81,"Ranked #26,023",3.4 | pDev: 20%,3.4,20%,8,19,Active,"Jun 28, 2017"
Braugold Premium Lager,Brauerei Eichhof,Switzerland,European Pale LagerRanked #77,European Pale Lager,Ranked #77, 5.2%,"82Ranked #25,375",82,"Ranked #25,375",3.43 | pDev: 10.5%,3.43,10.5%,8,15,Active,"Jun 20, 2002"
Afanasy Svetloye,Afanasy,Russia,European Pale LagerRanked #78,European Pale Lager,Ranked #78, 4.8%,"82Ranked #25,574",82,"Ranked #25,574",3.42 | pDev: 14.04%,3.42,14.04%,11,16,Active,"Nov 11, 2002"
Birra Moretti Alla Toscana,Birra Moretti (Heineken),Italy,European Pale LagerRanked #79,European Pale Lager,Ranked #79, 5.5%,"80Ranked #26,518",80,"Ranked #26,518",3.37 | pDev: 14.54%,3.37,14.54%,7,24,Active,"May 25, 2015"
Schlägl Kristall,Stiftsbrauerei Schlägl,Austria,European Pale LagerRanked #80,European Pale Lager,Ranked #80, 5.6%,"80Ranked #26,465",80,"Ranked #26,465",3.37 | pDev: 20.77%,3.37,20.77%,14,23,Active,"Nov 07, 2006"
Zlatopramen Extra Premium,Pivovar Zlatopramen,Czechia,European Pale LagerRanked #81,European Pale Lager,Ranked #81, 5.1%,"83Ranked #23,922",83,"Ranked #23,922",3.48 | pDev: 4.02%,3.48,4.02%,5,10,Active,"Sep 03, 2004"
Pizzetta,Dewey Beer Co.,"Delaware, United States",European Pale LagerRanked #82,European Pale Lager,Ranked #82, 5%,"83Ranked #24,383",83,"Ranked #24,383",3.46 | pDev: 19.08%,3.46,19.08%,5,11,Active,"Aug 31, 2022"
Double Four Lager,Samuel Smith Old Brewery (Tadcaster),"England, United Kingdom",European Pale LagerRanked #83,European Pale Lager,Ranked #83, 4%,"82Ranked #24,802",82,"Ranked #24,802",3.44 | pDev: 10.76%,3.44,10.76%,7,12,Active,"May 09, 2015"
Woodpecker,Som Distilleries & Breweries Ltd.,India,European Pale LagerRanked #84,European Pale Lager,Ranked #84, 6.6%,"80Ranked #26,304",80,"Ranked #26,304",3.37 | pDev: 11.28%,3.37,11.28%,5,20,Active,"Jun 10, 2015"
Perla Niepasteryzowana,Perla Browary Lubelskie S.A.,Poland,European Pale LagerRanked #85,European Pale Lager,Ranked #85, 6%,"82Ranked #25,113",82,"Ranked #25,113",3.41 | pDev: 12.61%,3.41,12.61%,5,12,Active,"Sep 27, 2013"
Hockley Classic,Hockley Valley Brewing Co.,"Ontario, Canada",European Pale LagerRanked #86,European Pale Lager,Ranked #86, 5%,"80Ranked #26,375",80,"Ranked #26,375",3.35 | pDev: 12.24%,3.35,12.24%,5,19,Active,"Sep 23, 2013"
Harp Lager,Guinness Ltd.,Ireland,European Pale LagerRanked #87,European Pale Lager,Ranked #87, 4.5%,"75Ranked #27,869",75,"Ranked #27,869",3.25 | pDev: 17.23%,3.25,17.23%,830,"2,851",Active,"Jul 03, 2001"
Vedett Extra Blond,Brouwerij Duvel Moortgat NV,Belgium,European Pale LagerRanked #88,European Pale Lager,Ranked #88, 5.2%,"75Ranked #27,773",75,"Ranked #27,773",3.26 | pDev: 16.87%,3.26,16.87%,57,166,Active,"Oct 26, 2003"
Sapporo Reserve,Sapporo Breweries Ltd.,Japan,European Pale LagerRanked #89,European Pale Lager,Ranked #89, 5.2%,"75Ranked #27,833",75,"Ranked #27,833",3.25 | pDev: 16.31%,3.25,16.31%,201,421,Active,"Feb 24, 2001"
Noble Pilsner,Stanley Park Brewing,"British Columbia, Canada",European Pale LagerRanked #90,European Pale Lager,Ranked #90, 5.1%,"77Ranked #27,438",77,"Ranked #27,438",3.28 | pDev: 14.02%,3.28,14.02%,11,53,Active,"Jan 26, 2012"
Vestland,Virtue Farm,"Michigan, United States",European Pale LagerRanked #91,European Pale Lager,Ranked #91, 5%,"81Ranked #25,789",81,"Ranked #25,789",3.37 | pDev: 10.98%,3.37,10.98%,5,14,Active,"May 07, 2021"
Wieselburger Stammbräu,Brauerei Wieselburg (Brau Union),Austria,European Pale LagerRanked #92,European Pale Lager,Ranked #92, 5.2%,"78Ranked #27,303",78,"Ranked #27,303",3.28 | pDev: 21.65%,3.28,21.65%,15,39,Active,"Feb 18, 2004"
Messina Cristalli di Sale,Heineken Italia SpA,Italy,European Pale LagerRanked #93,European Pale Lager,Ranked #93, 5%,"81Ranked #25,655",81,"Ranked #25,655",3.37 | pDev: 10.68%,3.37,10.68%,6,13,Active,"Feb 20, 2020"
On The Hunt,Lake of Bays Brewing Company,"Ontario, Canada",European Pale LagerRanked #94,European Pale Lager,Ranked #94, 4.5%,"83Ranked #24,693",83,"Ranked #24,693",3.41 | pDev: 11.44%,3.41,11.44%,5,10,Active,"May 29, 2022"
Kasztelan Unpasteurized (Niepasteryzowane),Kasztelan Browar Sierpc S.A. (Carlsberg),Poland,European Pale LagerRanked #95,European Pale Lager,Ranked #95, 5.7%,"77Ranked #27,541",77,"Ranked #27,541",3.26 | pDev: 15.95%,3.26,15.95%,18,55,Active,"Dec 09, 2011"
Zubr,Browar Dojlidy S.A.,Poland,European Pale LagerRanked #96,European Pale Lager,Ranked #96, 6%,"76Ranked #27,661",76,"Ranked #27,661",3.25 | pDev: 18.77%,3.25,18.77%,41,70,Active,"Jul 24, 2002"
Jasne Pelne,Browar Łomża Sp. z o.o.,Poland,European Pale LagerRanked #97,European Pale Lager,Ranked #97, 6%,"81Ranked #25,808",81,"Ranked #25,808",3.35 | pDev: 12.84%,3.35,12.84%,2,13,Active,"Jun 04, 2014"
Legion Lager,Whitewater Brewing Company,"Ontario, Canada",European Pale LagerRanked #98,European Pale Lager,Ranked #98, 5%,"81Ranked #25,806",81,"Ranked #25,806",3.35 | pDev: 9.25%,3.35,9.25%,4,13,Active,"Feb 02, 2018"
Semedorato,Birrificio Semedorato SRL,Italy,European Pale LagerRanked #99,European Pale Lager,Ranked #99, 5%,"81Ranked #26,182",81,"Ranked #26,182",3.33 | pDev: 14.41%,3.33,14.41%,8,15,Active,"Apr 05, 2017"
Kaldi,Bruggsmiðjan,Iceland,European Pale LagerRanked #100,European Pale Lager,Ranked #100, 5%,"80Ranked #26,543",80,"Ranked #26,543",3.3 | pDev: 23.94%,3.3,23.94%,3,17,Active,"Dec 01, 2008"
Massacre,Wolverine State Brewing Company,"Michigan, United States",European Strong LagerRanked #1,European Strong Lager,Ranked #1, 14.5%,"90Ranked #8,755",90,"Ranked #8,755",4.05 | pDev: 10.62%,4.05,10.62%,42,167,Active,"Oct 21, 2012"
Alpino,Oxbow Brewing Company,"Maine, United States",European Strong LagerRanked #2,European Strong Lager,Ranked #2, 6.5%,"90Ranked #9,744",90,"Ranked #9,744",4.08 | pDev: 4.17%,4.08,4.17%,6,21,Active,"Jan 30, 2021"
Hevelius Kaper,Elbrewery Co. Ltd. Sp. z o.o.,Poland,European Strong LagerRanked #3,European Strong Lager,Ranked #3, 8.7%,"79Ranked #26,908",79,"Ranked #26,908",3.45 | pDev: 17.39%,3.45,17.39%,105,178,Active,"Oct 25, 2001"
Reserva 1925,"Grupo Cervezas Alhambra, SL",Spain,European Strong LagerRanked #4,European Strong Lager,Ranked #4, 6.4%,"77Ranked #27,368",77,"Ranked #27,368",3.37 | pDev: 14.84%,3.37,14.84%,63,209,Active,"Mar 23, 2004"
Warka Premium (Strong),Browary Warka Sp. z o.o.,Poland,European Strong LagerRanked #5,European Strong Lager,Ranked #5, 6.3%,"77Ranked #27,533",77,"Ranked #27,533",3.34 | pDev: 17.66%,3.34,17.66%,167,298,Active,"Jun 08, 2005"
Ambar Export,La Zaragozana S.A.,Spain,European Strong LagerRanked #6,European Strong Lager,Ranked #6, 7%,"80Ranked #26,271",80,"Ranked #26,271",3.44 | pDev: 16.86%,3.44,16.86%,12,32,Active,"Jun 30, 2009"
Komes Potrojny Zloty,Browar Fortuna,Poland,European Strong LagerRanked #7,European Strong Lager,Ranked #7, 9%,"84Ranked #22,292",84,"Ranked #22,292",3.61 | pDev: 11.91%,3.61,11.91%,4,11,Active,"Apr 17, 2014"
Baca Full Pale,Jako SP. Z O O,Poland,European Strong LagerRanked #8,European Strong Lager,Ranked #8, 7%,"83Ranked #24,441",83,"Ranked #24,441",3.5 | pDev: 13.43%,3.5,13.43%,7,14,Active,"Nov 26, 2018"
Keler,Damm S. A.,Spain,European Strong LagerRanked #9,European Strong Lager,Ranked #9, 6.5%,"80Ranked #26,276",80,"Ranked #26,276",3.39 | pDev: 19.17%,3.39,19.17%,8,22,Active,"Jul 22, 2010"
Moritz Epidor,"Cervezas Moritz, S.A.",Spain,European Strong LagerRanked #10,European Strong Lager,Ranked #10, 7.2%,"78Ranked #27,235",78,"Ranked #27,235",3.28 | pDev: 17.38%,3.28,17.38%,5,34,Active,"Apr 06, 2011"
Debowe Mocne,Tyskie Browary Książęce (SABMiller),Poland,European Strong LagerRanked #11,European Strong Lager,Ranked #11, 7%,"77Ranked #27,521",77,"Ranked #27,521",3.25 | pDev: 17.23%,3.25,17.23%,23,48,Active,"Jun 14, 2005"
Cruzcampo Gran Reserva,Grupo Cruzcampo SA,Spain,European Strong LagerRanked #12,European Strong Lager,Ranked #12, 6.4%,"76Ranked #27,607",76,"Ranked #27,607",3.23 | pDev: 17.34%,3.23,17.34%,13,50,Active,"Oct 06, 2010"
Ceres Strong Ale Export,Ceres Brewery (Royal Unibrew),Denmark,European Strong LagerRanked #13,European Strong Lager,Ranked #13, 7.7%,"74Ranked #27,938",74,"Ranked #27,938",3.15 | pDev: 16.19%,3.15,16.19%,29,94,Active,"Jun 22, 2002"
Bavaria 8.6 Black,Swinkels Family Brewers,Netherlands,European Strong LagerRanked #14,European Strong Lager,Ranked #14, 7.9%,"79Ranked #26,813",79,"Ranked #26,813",3.23 | pDev: 13.62%,3.23,13.62%,8,16,Active,"Apr 27, 2014"
Feldschlösschen Stark,Feldschlösschen Beverages Group,Switzerland,European Strong LagerRanked #15,European Strong Lager,Ranked #15, 7%,"78Ranked #27,109",78,"Ranked #27,109",3.16 | pDev: 18.04%,3.16,18.04%,5,16,Active,"May 14, 2013"
Alfa Strong,Athenian Brewery,Greece,European Strong LagerRanked #16,European Strong Lager,Ranked #16, 7%,"81Ranked #26,164",81,"Ranked #26,164",3.22 | pDev: 11.49%,3.22,11.49%,1,10,Active,"May 19, 2015"
Tatra Malt Liquor,Zywiec Breweries PLC (Heineken),Poland,European Strong LagerRanked #17,European Strong Lager,Ranked #17, 7%,"78Ranked #27,319",78,"Ranked #27,319",3.13 | pDev: 17.57%,3.13,17.57%,10,18,Active,"May 16, 2012"
Maestra,Mahou S.A.,Spain,European Strong LagerRanked #18,European Strong Lager,Ranked #18, 7.5%,"76Ranked #27,567",76,"Ranked #27,567",3.11 | pDev: 21.54%,3.11,21.54%,8,23,Active,"Jun 13, 2016"
Tatra Mocne,Zywiec Breweries PLC (Heineken),Poland,European Strong LagerRanked #19,European Strong Lager,Ranked #19, 7.8%,"73Ranked #28,065",73,"Ranked #28,065",3.03 | pDev: 18.48%,3.03,18.48%,24,51,Active,"Feb 03, 2005"
Kestrel Super Lager,The Caledonian Brewing Company,"Scotland, United Kingdom",European Strong LagerRanked #20,European Strong Lager,Ranked #20, 9%,"79Ranked #27,004",79,"Ranked #27,004",3.1 | pDev: 25.16%,3.1,25.16%,8,12,Active,"May 22, 2008"
Okocim Mocne,Browar Okocim S.A. (Carlsberg),Poland,European Strong LagerRanked #21,European Strong Lager,Ranked #21, 7.5%,"71Ranked #28,283",71,"Ranked #28,283",2.99 | pDev: 19.4%,2.99,19.4%,99,138,Active,"Sep 18, 2001"
Bavaria 8.6 Extreme,Swinkels Family Brewers,Netherlands,European Strong LagerRanked #22,European Strong Lager,Ranked #22, 10.5%,"76Ranked #27,616",76,"Ranked #27,616",3.03 | pDev: 23.76%,3.03,23.76%,12,18,Active,"Jun 01, 2014"
San Miguel Selecta,San Miguel Fabricas De Cervaza Y Maltas S.A.,Spain,European Strong LagerRanked #23,European Strong Lager,Ranked #23, 6.2%,"73Ranked #28,068",73,"Ranked #28,068",3 | pDev: 27.33%,3,27.33%,14,43,Active,"Oct 25, 2010"
Borsodi Bivaly,Borsodi Brewery,Hungary,European Strong LagerRanked #24,European Strong Lager,Ranked #24, 6.5%,"77Ranked #27,510",77,"Ranked #27,510",3.03 | pDev: 14.52%,3.03,14.52%,9,16,Active,"Mar 12, 2006"
Amber Johannes,Browar Amber,Poland,European Strong LagerRanked #25,European Strong Lager,Ranked #25, 6.5%,"76Ranked #27,577",76,"Ranked #27,577",2.98 | pDev: 12.75%,2.98,12.75%,5,15,Active,"Jul 23, 2014"
Karpackie Super,Browar Van Pur S.A. (Brau Union Polska),Poland,European Strong LagerRanked #26,European Strong Lager,Ranked #26, 9%,"73Ranked #28,026",73,"Ranked #28,026",2.96 | pDev: 14.53%,2.96,14.53%,20,31,Active,"Dec 15, 2009"
Fuggin' Awesome,Rinkuškiai,Lithuania,European Strong LagerRanked #27,European Strong Lager,Ranked #27, 16%,"74Ranked #27,898",74,"Ranked #27,898",2.94 | pDev: 24.15%,2.94,24.15%,10,22,Active,"Jun 05, 2016"
Amstel Extra,Amstel Brouwerij B. V.,Netherlands,European Strong LagerRanked #28,European Strong Lager,Ranked #28, 7.5%,"76Ranked #27,696",76,"Ranked #27,696",2.94 | pDev: 13.61%,2.94,13.61%,2,15,Active,"Feb 15, 2011"
Kronenbourg 7.2 Blonde,Brasseries Kronenbourg,France,European Strong LagerRanked #29,European Strong Lager,Ranked #29, 7.2%,"73Ranked #27,988",73,"Ranked #27,988",2.91 | pDev: 13.4%,2.91,13.4%,15,24,Active,"Apr 21, 2009"
Beliy Medved Krepkoe,Pivovariya Moskva-Efes ZAO,Russia,European Strong LagerRanked #30,European Strong Lager,Ranked #30, 7.1%,"77Ranked #27,553",77,"Ranked #27,553",2.9 | pDev: 20%,2.9,20%,5,12,Active,"Jan 08, 2013"
Super Forte,Oettinger Brauerei GmbH,Germany,European Strong LagerRanked #31,European Strong Lager,Ranked #31, 8.9%,"75Ranked #27,815",75,"Ranked #27,815",2.89 | pDev: 33.91%,2.89,33.91%,6,16,Active,"Jun 14, 2015"
