name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Huon Dark Ale,The Two Metre Tall Company Pty Ltd,Australia,Old Ale,Old Ale,Na, 5.5%,83,83,Na,3.56 | pDev: 12.92%,3.56,12.92%,16,20,Active,"Oct 18, 2006"
Dry Dock Old Ale,Dry Dock Brewing Co.,"Colorado, United States",Old Ale,Old Ale,Na, 7%,87,87,Na,3.85 | pDev: 11.17%,3.85,11.17%,8,20,Active,"Mar 01, 2007"
The Morning After Den Haag,Hoppin' Frog Brewery,"Ohio, United States",Old AleRanked #10,Old Ale,Ranked #10, 16.65%,"93Ranked #3,251",93,"Ranked #3,251",4.34 | pDev: 6.45%,4.34,6.45%,11,19,Active,"Aug 11, 2021"
Auld Curiosity Ale,Barley's Brewing Company,"Ohio, United States",Old Ale,Old Ale,Na, 7.6%,87,87,Na,3.86 | pDev: 7.51%,3.86,7.51%,10,19,Active,"Oct 02, 2002"
"""Christmas In July""",Cape Cod Beer,"Massachusetts, United States",Old Ale,Old Ale,Na, 7%,87,87,Na,3.87 | pDev: 11.11%,3.87,11.11%,6,18,Active,"Jul 25, 2010"
Infamy,Infamous Brewing Company,"Texas, United States",Old AleRanked #49,Old Ale,Ranked #49, 9.5%,"83Ranked #23,947",83,"Ranked #23,947",3.57 | pDev: 16.53%,3.57,16.53%,3,18,Active,"Apr 26, 2015"
Old Time Ale,New Haven Nighthawk Brewing,"Connecticut, United States",Old Ale,Old Ale,Na, 5%,83,83,Na,3.53 | pDev: 14.73%,3.53,14.73%,4,17,Active,"Dec 19, 2015"
Old Stubfoot Ale,Portsmouth Brewery,"New Hampshire, United States",Old Ale,Old Ale,Na, 7.8%,87,87,Na,3.85 | pDev: 6.23%,3.85,6.23%,3,17,Active,"May 03, 2013"
Local Harvest Five Mile Stock Ale,Ipswich Ale Brewery,"Massachusetts, United States",Old Ale,Old Ale,Na, 6.4%,88,88,Na,3.91 | pDev: 15.86%,3.91,15.86%,7,17,Active,"Oct 30, 2011"
English-Style Old Ale,Bristol Brewing Company,"Colorado, United States",Old Ale,Old Ale,Na, 6%,83,83,Na,3.57 | pDev: 15.41%,3.57,15.41%,5,16,Active,"Jan 12, 2012"
English Owd Ale,Moorhouse's Brewery (Burnley) Ltd,"England, United Kingdom",Old Ale,Old Ale,Na, 5.9%,85,85,Na,3.72 | pDev: 6.18%,3.72,6.18%,12,16,Active,"Mar 16, 2009"
Invasion Brettanique,Brasserie Dieu du Ciel!,"Quebec, Canada",Old Ale,Old Ale,Na, 8.5%,87,87,Na,3.83 | pDev: 10.18%,3.83,10.18%,8,16,Active,"Dec 09, 2017"
Mastne Cieszynskie,Browar Zamkowy Cieszyn,Poland,Old AleRanked #52,Old Ale,Ranked #52, 5.8%,"82Ranked #25,474",82,"Ranked #25,474",3.43 | pDev: 9.33%,3.43,9.33%,9,16,Active,"Nov 29, 2015"
Mayan Maybe Not,Great Basin Brewing Co.,"Nevada, United States",Old AleRanked #21,Old Ale,Ranked #21, 10.5%,"90Ranked #9,099",90,"Ranked #9,099",4.12 | pDev: 6.07%,4.12,6.07%,5,16,Active,"Mar 09, 2015"
Kokomonster,Half Moon Restaurant & Brewery,"Indiana, United States",Old Ale,Old Ale,Na, 8%,86,86,Na,3.78 | pDev: 16.4%,3.78,16.4%,5,15,Active,"Jul 28, 2009"
Fontaine Du Diable,Les Frères Houblon Microbrasserie,"Quebec, Canada",Old Ale,Old Ale,Na, 7.7%,81,81,Na,3.39 | pDev: 21.24%,3.39,21.24%,12,15,Active,"Dec 30, 2004"
Thomas Sykes Old Ale,Burton Bridge Brewery,"England, United Kingdom",Old Ale,Old Ale,Na, 10%,83,83,Na,3.52 | pDev: 26.14%,3.52,26.14%,13,15,Active,"Nov 17, 2003"
Old Dan,Daniel Thwaites Brewery PLC,"England, United Kingdom",Old Ale,Old Ale,Na, 7.4%,84,84,Na,3.62 | pDev: 7.46%,3.62,7.46%,8,15,Active,"Jul 26, 2011"
Frost Notch,Big Timber Brewing,"West Virginia, United States",Old AleRanked #41,Old Ale,Ranked #41, 7.8%,"86Ranked #18,168",86,"Ranked #18,168",3.82 | pDev: 7.59%,3.82,7.59%,6,15,Active,"Jul 06, 2015"
Soul Crusher,Dust Bowl Brewing Company - Brewery Taproom,"California, United States",Old AleRanked #24,Old Ale,Ranked #24, 13.7%,"90Ranked #10,299",90,"Ranked #10,299",4.09 | pDev: 8.56%,4.09,8.56%,2,14,Active,"Nov 28, 2012"
Fourth Dementia - BA Himalayan Salted Caramel,Kuhnhenn Brewing Company,"Michigan, United States",Old AleRanked #11,Old Ale,Ranked #11, 13.5%,"92Ranked #4,555",92,"Ranked #4,555",4.32 | pDev: 7.18%,4.32,7.18%,6,14,Active,"Dec 22, 2019"
Olde Ale,Trimtab Brewing Company,"Alabama, United States",Old Ale,Old Ale,Na, 9%,89,89,Na,4.02 | pDev: 7.46%,4.02,7.46%,3,14,Active,"Feb 07, 2014"
Abt 12,Brouwerij St. Bernardus NV,Belgium,Quadrupel (Quad)Ranked #3,Quadrupel (Quad),Ranked #3, 10%,99Ranked #242,99,Ranked #242,4.47 | pDev: 9.17%,4.47,9.17%,"3,002","10,339",Active,"Oct 14, 2001"
Trappistes Rochefort 10,Brasserie de Rochefort,Belgium,Quadrupel (Quad)Ranked #2,Quadrupel (Quad),Ranked #2, 11.3%,99Ranked #171,99,Ranked #171,4.5 | pDev: 9.56%,4.5,9.56%,"3,082","9,990",Active,"Nov 06, 2000"
Three Philosophers,Brewery Ommegang,"New York, United States",Quadrupel (Quad)Ranked #38,Quadrupel (Quad),Ranked #38, 9.7%,"92Ranked #4,292",92,"Ranked #4,292",4.15 | pDev: 11.33%,4.15,11.33%,"2,229","6,864",Active,"Apr 23, 2002"
Trappist Westvleteren 12 (XII),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Belgium,Quadrupel (Quad)Ranked #1,Quadrupel (Quad),Ranked #1, 10.2%,100Ranked #51,100,Ranked #51,4.61 | pDev: 8.03%,4.61,8.03%,"2,026","6,849",Active,"Nov 12, 2001"
The Sixth Glass Quadrupel Ale,Boulevard Brewing Co.,"Missouri, United States",Quadrupel (Quad)Ranked #35,Quadrupel (Quad),Ranked #35, 10.2%,"93Ranked #4,007",93,"Ranked #4,007",4.16 | pDev: 10.58%,4.16,10.58%,903,"3,111",Active,"Nov 15, 2007"
Stickee Monkee,Firestone Walker Brewing Co.,"California, United States",Quadrupel (Quad)Ranked #4,Quadrupel (Quad),Ranked #4, 12.3%,99Ranked #246,99,Ranked #246,4.47 | pDev: 7.83%,4.47,7.83%,443,"2,994",Active,"Nov 07, 2010"
Bourbon Barrel Quad Barrel-Aged Ale (BBQ),Boulevard Brewing Co.,"Missouri, United States",Quadrupel (Quad)Ranked #18,Quadrupel (Quad),Ranked #18, 12.2%,"94Ranked #1,962",94,"Ranked #1,962",4.25 | pDev: 10.35%,4.25,10.35%,827,"2,858",Active,"Jul 11, 2008"
Christmas Ale,Brouwerij St. Bernardus NV,Belgium,Quadrupel (Quad)Ranked #20,Quadrupel (Quad),Ranked #20, 10%,"94Ranked #2,308",94,"Ranked #2,308",4.23 | pDev: 8.98%,4.23,8.98%,869,"2,603",Active,"Oct 23, 2007"
La Trappe Quadrupel (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V.,Netherlands,Quadrupel (Quad)Ranked #31,Quadrupel (Quad),Ranked #31, 10%,"93Ranked #3,452",93,"Ranked #3,452",4.18 | pDev: 10.05%,4.18,10.05%,"1,027","2,581",Active,"Mar 07, 2002"
Pannepot,De Struise Brouwers,Belgium,Quadrupel (Quad)Ranked #8,Quadrupel (Quad),Ranked #8, 10%,96Ranked #953,96,Ranked #953,4.33 | pDev: 9.24%,4.33,9.24%,865,"2,449",Active,"Dec 14, 2006"
Terrible,Unibroue,"Quebec, Canada",Quadrupel (Quad)Ranked #32,Quadrupel (Quad),Ranked #32, 10.5%,"93Ranked #3,711",93,"Ranked #3,711",4.17 | pDev: 11.03%,4.17,11.03%,"1,004","2,355",Active,"Nov 15, 2002"
The Reverend,Avery Brewing Company,"Colorado, United States",Quadrupel (Quad)Ranked #121,Quadrupel (Quad),Ranked #121, 10%,"87Ranked #16,736",87,"Ranked #16,736",3.88 | pDev: 11.6%,3.88,11.6%,875,"1,982",Active,"Mar 21, 2002"
Gulden Draak 9000 Quadruple,Brouwerij Van Steenberge N.V.,Belgium,Quadrupel (Quad)Ranked #39,Quadrupel (Quad),Ranked #39, 10.7%,"92Ranked #4,373",92,"Ranked #4,373",4.15 | pDev: 10.36%,4.15,10.36%,346,"1,490",Active,"Aug 11, 2011"
V-Twelve,Victory Brewing Company - Downingtown,"Pennsylvania, United States",Quadrupel (Quad)Ranked #88,Quadrupel (Quad),Ranked #88, 12%,"90Ranked #10,264",90,"Ranked #10,264",4.01 | pDev: 12.47%,4.01,12.47%,637,"1,398",Active,"Mar 18, 2003"
Quad,Weyerbacher Brewing Co.,"Pennsylvania, United States",Quadrupel (Quad)Ranked #120,Quadrupel (Quad),Ranked #120, 11.8%,"87Ranked #16,730",87,"Ranked #16,730",3.88 | pDev: 12.63%,3.88,12.63%,588,"1,217",Active,"Oct 17, 2001"
Pannepot Reserva,De Struise Brouwers,Belgium,Quadrupel (Quad)Ranked #9,Quadrupel (Quad),Ranked #9, 10%,"96Ranked #1,177",96,"Ranked #1,177",4.31 | pDev: 8.58%,4.31,8.58%,406,"1,209",Active,"Apr 02, 2007"
Judgment Day,The Lost Abbey,"California, United States",Quadrupel (Quad)Ranked #113,Quadrupel (Quad),Ranked #113, 10.5%,"88Ranked #14,722",88,"Ranked #14,722",3.92 | pDev: 11.73%,3.92,11.73%,444,"1,182",Active,"Dec 23, 2006"
Blasphemy,Weyerbacher Brewing Co.,"Pennsylvania, United States",Quadrupel (Quad)Ranked #104,Quadrupel (Quad),Ranked #104, 11.8%,"88Ranked #13,182",88,"Ranked #13,182",3.95 | pDev: 11.9%,3.95,11.9%,389,996,Active,"Mar 10, 2007"
Kasteel Donker,Brouwerij Van Honsebrouck N.V.,Belgium,Quadrupel (Quad)Ranked #52,Quadrupel (Quad),Ranked #52, 11%,"92Ranked #5,461",92,"Ranked #5,461",4.12 | pDev: 13.59%,4.12,13.59%,425,975,Active,"Oct 14, 2001"
Straffe Hendrik Quadrupel,Brouwerij De Halve Maan,Belgium,Quadrupel (Quad)Ranked #36,Quadrupel (Quad),Ranked #36, 11%,"93Ranked #4,079",93,"Ranked #4,079",4.16 | pDev: 8.89%,4.16,8.89%,269,936,Active,"Nov 05, 2010"
Box Set Track #8 - Number Of The Beast,The Lost Abbey,"California, United States",Quadrupel (Quad)Ranked #7,Quadrupel (Quad),Ranked #7, 13.7%,96Ranked #892,96,Ranked #892,4.34 | pDev: 8.06%,4.34,8.06%,138,849,Active,"Aug 16, 2012"
Rigor Mortis Abt,Brasserie Dieu du Ciel!,"Quebec, Canada",Quadrupel (Quad)Ranked #97,Quadrupel (Quad),Ranked #97, 10.5%,"89Ranked #12,213",89,"Ranked #12,213",3.97 | pDev: 10.58%,3.97,10.58%,394,816,Active,"Feb 06, 2004"
La Trappe Quadrupel - Oak-Aged,Bierbrouwerij De Koningshoeven B.V.,Netherlands,Quadrupel (Quad)Ranked #13,Quadrupel (Quad),Ranked #13, 11%,"95Ranked #1,441",95,"Ranked #1,441",4.29 | pDev: 10.96%,4.29,10.96%,191,622,Active,"Nov 06, 2009"
Gravitation (Big Beer Series),Smuttynose Brewing Company,"New Hampshire, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 12.5%,83,83,Na,3.67 | pDev: 14.99%,3.67,14.99%,311,615,Active,"Jan 01, 2009"
Gregorius,Stift Engelszell,Austria,Quadrupel (Quad)Ranked #124,Quadrupel (Quad),Ranked #124, 9.7%,"87Ranked #17,197",87,"Ranked #17,197",3.87 | pDev: 11.89%,3.87,11.89%,182,591,Active,"Oct 24, 2012"
Urthel Samaranth,De Leyerth Brouwerijen (Urthel),Belgium,Quadrupel (Quad)Ranked #80,Quadrupel (Quad),Ranked #80, 11.5%,"90Ranked #8,465",90,"Ranked #8,465",4.05 | pDev: 10.37%,4.05,10.37%,347,590,Active,"Jan 06, 2004"
Kasteel Barista,Brouwerij Van Honsebrouck N.V.,Belgium,Quadrupel (Quad)Ranked #28,Quadrupel (Quad),Ranked #28, 11%,"93Ranked #3,286",93,"Ranked #3,286",4.19 | pDev: 10.5%,4.19,10.5%,154,539,Active,"Mar 29, 2015"
Kasteel Cuvée Du Chateau,Brouwerij Van Honsebrouck N.V.,Belgium,Quadrupel (Quad)Ranked #64,Quadrupel (Quad),Ranked #64, 11%,"91Ranked #7,188",91,"Ranked #7,188",4.08 | pDev: 11.27%,4.08,11.27%,175,521,Active,"Feb 21, 2010"
Malheur 12°,Brouwerij De Landtsheer NV,Belgium,Quadrupel (Quad)Ranked #69,Quadrupel (Quad),Ranked #69, 12%,"91Ranked #7,624",91,"Ranked #7,624",4.07 | pDev: 11.06%,4.07,11.06%,231,510,Active,"Oct 01, 2002"
Pannepøt - Old Monk's Ale,De Struise Brouwers,Belgium,Quadrupel (Quad),Quadrupel (Quad),Na, 10%,93,93,Na,4.17 | pDev: 9.83%,4.17,9.83%,232,478,Active,"Apr 02, 2007"
Grand Cru,Brasserie de l'Abbaye du Val-Dieu,Belgium,Quadrupel (Quad)Ranked #37,Quadrupel (Quad),Ranked #37, 10.5%,"93Ranked #4,165",93,"Ranked #4,165",4.16 | pDev: 10.34%,4.16,10.34%,197,463,Active,"Dec 02, 2006"
Bourbon Barrel Cru,Hardywood Park Craft Brewery,"Virginia, United States",Quadrupel (Quad)Ranked #76,Quadrupel (Quad),Ranked #76, 12%,"91Ranked #8,050",91,"Ranked #8,050",4.06 | pDev: 10.59%,4.06,10.59%,85,413,Active,"May 02, 2012"
St. Amatus 12,De Struise Brouwers,Belgium,Quadrupel (Quad)Ranked #25,Quadrupel (Quad),Ranked #25, 10.5%,"93Ranked #3,113",93,"Ranked #3,113",4.2 | pDev: 9.29%,4.2,9.29%,149,345,Active,"Jun 05, 2010"
Wizard Burial Ground,Brewery Vivant,"Michigan, United States",Quadrupel (Quad)Ranked #29,Quadrupel (Quad),Ranked #29, 13.8%,"93Ranked #3,362",93,"Ranked #3,362",4.19 | pDev: 8.35%,4.19,8.35%,80,324,Active,"Nov 27, 2013"
Box Of Chocolate,Charleville Vineyard Microbrewery,"Missouri, United States",Quadrupel (Quad)Ranked #60,Quadrupel (Quad),Ranked #60, 10.5%,"91Ranked #6,828",91,"Ranked #6,828",4.09 | pDev: 11.25%,4.09,11.25%,111,321,Active,"Feb 13, 2011"
Brewer's Reserve Bourbon Barrel Quadruple Ale,Central Waters Brewing Co.,"Wisconsin, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 11.9%,93,93,Na,4.18 | pDev: 5.74%,4.18,5.74%,79,290,Active,"Sep 07, 2016"
Ichor,Sly Fox Brewing Company,"Pennsylvania, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 10%,87,87,Na,3.85 | pDev: 13.51%,3.85,13.51%,159,279,Active,"Feb 18, 2003"
Abt 12 Oak Aged,Brouwerij St. Bernardus NV,Belgium,Quadrupel (Quad)Ranked #6,Quadrupel (Quad),Ranked #6, 11%,96Ranked #904,96,Ranked #904,4.35 | pDev: 7.82%,4.35,7.82%,71,249,Active,"Dec 08, 2014"
Straffe Hendrik Heritage,Brouwerij De Halve Maan,Belgium,Quadrupel (Quad)Ranked #11,Quadrupel (Quad),Ranked #11, 11%,"95Ranked #1,456",95,"Ranked #1,456",4.3 | pDev: 8.37%,4.3,8.37%,58,226,Active,"Aug 07, 2012"
Rio Reserva,De Struise Brouwers,Belgium,Quadrupel (Quad),Quadrupel (Quad),Na, 10.5%,93,93,Na,4.2 | pDev: 8.1%,4.2,8.1%,54,225,Active,"May 14, 2012"
Partridge In A Pear Tree,The Bruery,"California, United States",Quadrupel (Quad)Ranked #91,Quadrupel (Quad),Ranked #91, 11%,"89Ranked #11,410",89,"Ranked #11,410",3.99 | pDev: 12.53%,3.99,12.53%,94,188,Active,"Dec 07, 2008"
Apis IV,Elevation Beer Co.,"Colorado, United States",Quadrupel (Quad)Ranked #65,Quadrupel (Quad),Ranked #65, 10.7%,"91Ranked #7,422",91,"Ranked #7,422",4.08 | pDev: 9.07%,4.08,9.07%,51,186,Active,"May 22, 2012"
Hoppy Quad,Victory Brewing Company - Downingtown,"Pennsylvania, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 13%,90,90,Na,4.01 | pDev: 7.48%,4.01,7.48%,64,186,Active,"May 20, 2015"
Bourbon Barrel-Aged Skipping Stone,Jackie O's Brewpub,"Ohio, United States",Quadrupel (Quad)Ranked #23,Quadrupel (Quad),Ranked #23, 14.2%,"93Ranked #3,071",93,"Ranked #3,071",4.21 | pDev: 8.08%,4.21,8.08%,44,185,Active,"Jan 01, 2013"
Three Philosophers - Bourbon Barrel-Aged,Brewery Ommegang,"New York, United States",Quadrupel (Quad)Ranked #44,Quadrupel (Quad),Ranked #44, 12.3%,"92Ranked #5,114",92,"Ranked #5,114",4.14 | pDev: 7.25%,4.14,7.25%,75,171,Active,"Apr 22, 2016"
Préaris Quadrupel,Vliegende Paard Brouwers,Belgium,Quadrupel (Quad)Ranked #102,Quadrupel (Quad),Ranked #102, 10%,"88Ranked #13,353",88,"Ranked #13,353",3.95 | pDev: 11.14%,3.95,11.14%,41,168,Active,"Oct 06, 2011"
Hertog Jan Grand Prestige,Arcense Stoombierbouwerij (Hertog Jan Brouwerij),Netherlands,Quadrupel (Quad)Ranked #107,Quadrupel (Quad),Ranked #107, 10%,"88Ranked #14,309",88,"Ranked #14,309",3.93 | pDev: 11.96%,3.93,11.96%,57,163,Active,"Dec 18, 2003"
Tangerine Quad,Avery Brewing Company,"Colorado, United States",Quadrupel (Quad)Ranked #99,Quadrupel (Quad),Ranked #99, 10.1%,"89Ranked #12,882",89,"Ranked #12,882",3.96 | pDev: 8.08%,3.96,8.08%,50,151,Active,"Oct 10, 2016"
't Smisje BBBourgondier,Brouwerij Smisje,Belgium,Quadrupel (Quad)Ranked #101,Quadrupel (Quad),Ranked #101, 12%,"88Ranked #13,368",88,"Ranked #13,368",3.95 | pDev: 12.15%,3.95,12.15%,104,144,Active,"Jan 12, 2003"
Eschaton,Wild Heaven Beer,"Georgia, United States",Quadrupel (Quad)Ranked #61,Quadrupel (Quad),Ranked #61, 10.5%,"91Ranked #7,142",91,"Ranked #7,142",4.09 | pDev: 12.71%,4.09,12.71%,45,144,Active,"Oct 05, 2011"
Mortification,Russian River Brewing Company,"California, United States",Quadrupel (Quad)Ranked #79,Quadrupel (Quad),Ranked #79, 10.5%,"90Ranked #8,850",90,"Ranked #8,850",4.05 | pDev: 10.86%,4.05,10.86%,60,131,Active,"Feb 11, 2009"
Lozen Boer,De Proefbrouwerij (bvba Andelot),Belgium,Quadrupel (Quad),Quadrupel (Quad),Na, 10%,84,84,Na,3.71 | pDev: 15.9%,3.71,15.9%,80,129,Active,"Oct 20, 2005"
Grimbergen Optimo Bruno,Brouwerij Alken-Maes,Belgium,Quadrupel (Quad)Ranked #127,Quadrupel (Quad),Ranked #127, 10%,"85Ranked #21,829",85,"Ranked #21,829",3.75 | pDev: 16.53%,3.75,16.53%,51,128,Active,"Feb 14, 2003"
Black Quad,Real Ale Brewing Company,"Texas, United States",Quadrupel (Quad)Ranked #87,Quadrupel (Quad),Ranked #87, 10.5%,"90Ranked #10,646",90,"Ranked #10,646",4.01 | pDev: 9.73%,4.01,9.73%,34,124,Active,"Sep 24, 2015"
Four Legs Good,Sante Adairius Rustic Ales,"California, United States",Quadrupel (Quad)Ranked #21,Quadrupel (Quad),Ranked #21, 9.9%,"94Ranked #2,859",94,"Ranked #2,859",4.23 | pDev: 7.8%,4.23,7.8%,27,113,Active,"Apr 23, 2015"
XXX Rye Triple Ale,De Struise Brouwers,Belgium,Quadrupel (Quad),Quadrupel (Quad),Na, 10%,92,92,Na,4.13 | pDev: 7.26%,4.13,7.26%,14,112,Active,"Aug 22, 2012"
Mør Mør,Brouwerij West,"California, United States",Quadrupel (Quad)Ranked #129,Quadrupel (Quad),Ranked #129, 10%,"82Ranked #24,874",82,"Ranked #24,874",3.62 | pDev: 16.3%,3.62,16.3%,29,110,Active,"Jun 02, 2012"
Figjam,Arbor Brewing - Plymouth Taproom,"Michigan, United States",Quadrupel (Quad)Ranked #89,Quadrupel (Quad),Ranked #89, 10.75%,"89Ranked #11,151",89,"Ranked #11,151",4 | pDev: 10.5%,4,10.5%,20,107,Active,"Jan 20, 2014"
Quadzilla (Cherry Quad),Church Brew Works,"Pennsylvania, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 10.3%,84,84,Na,3.69 | pDev: 15.45%,3.69,15.45%,56,107,Active,"Apr 07, 2004"
Quasimodo,Three Taverns Craft Brewery,"Georgia, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 10%,90,90,Na,4.05 | pDev: 11.6%,4.05,11.6%,20,107,Active,"May 07, 2014"
Velvet Fog,Sun King Brewing Company,"Indiana, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 11.6%,95,95,Na,4.29 | pDev: 10.49%,4.29,10.49%,20,106,Active,"Mar 08, 2012"
Cuvée de Mortagne,Picobrouwerij Alvinne,Belgium,Quadrupel (Quad)Ranked #47,Quadrupel (Quad),Ranked #47, 14%,"92Ranked #5,765",92,"Ranked #5,765",4.13 | pDev: 7.75%,4.13,7.75%,31,103,Active,"Aug 07, 2012"
One Man Holiday,Clown Shoes,"Massachusetts, United States",Quadrupel (Quad)Ranked #128,Quadrupel (Quad),Ranked #128, 8%,"84Ranked #22,850",84,"Ranked #22,850",3.71 | pDev: 9.16%,3.71,9.16%,42,100,Active,"Nov 02, 2017"
Three Philosophers - Red Wine Barrel-Aged,Brewery Ommegang,"New York, United States",Quadrupel (Quad)Ranked #66,Quadrupel (Quad),Ranked #66, 9.3%,"91Ranked #7,751",91,"Ranked #7,751",4.08 | pDev: 6.37%,4.08,6.37%,45,100,Active,"Jul 01, 2019"
False Summit,Elevation Beer Co.,"Colorado, United States",Quadrupel (Quad)Ranked #84,Quadrupel (Quad),Ranked #84, 11.1%,"90Ranked #9,883",90,"Ranked #9,883",4.03 | pDev: 10.92%,4.03,10.92%,19,98,Active,"May 29, 2013"
Quad,Une Année,"Illinois, United States",Quadrupel (Quad)Ranked #67,Quadrupel (Quad),Ranked #67, 11%,"91Ranked #7,768",91,"Ranked #7,768",4.08 | pDev: 9.07%,4.08,9.07%,35,95,Active,"Jan 06, 2014"
Qualified,Taxman Brewing Co.,"Indiana, United States",Quadrupel (Quad)Ranked #62,Quadrupel (Quad),Ranked #62, 9.5%,"91Ranked #7,405",91,"Ranked #7,405",4.09 | pDev: 7.33%,4.09,7.33%,36,94,Active,"Jun 12, 2014"
Ongelovige Thomas,Jopen Bier BV Haarlem,Netherlands,Quadrupel (Quad)Ranked #73,Quadrupel (Quad),Ranked #73, 10%,"90Ranked #8,665",90,"Ranked #8,665",4.06 | pDev: 10.34%,4.06,10.34%,27,87,Active,"May 30, 2011"
Four Swords,Deep Ellum Brewing Company,"Texas, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 9.5%,89,89,Na,4.01 | pDev: 8.23%,4.01,8.23%,10,82,Active,"Dec 20, 2013"
Paris Of The West,Almanac Beer Co.,"California, United States",Quadrupel (Quad)Ranked #123,Quadrupel (Quad),Ranked #123, 9.5%,"87Ranked #17,900",87,"Ranked #17,900",3.85 | pDev: 8.57%,3.85,8.57%,24,82,Active,"Sep 15, 2015"
Three Philosophers - Blueberry Coffee,Brewery Ommegang,"New York, United States",Quadrupel (Quad)Ranked #118,Quadrupel (Quad),Ranked #118, 9.7%,"87Ranked #16,585",87,"Ranked #16,585",3.88 | pDev: 7.47%,3.88,7.47%,35,79,Active,"Aug 08, 2019"
Gulden Draak 9000 Barrel Aged Calvados,Brouwerij Van Steenberge N.V.,Belgium,Quadrupel (Quad)Ranked #15,Quadrupel (Quad),Ranked #15, 10.5%,"94Ranked #2,179",94,"Ranked #2,179",4.28 | pDev: 5.61%,4.28,5.61%,33,78,Active,"Nov 07, 2017"
Batchelors Delight,Lickinghole Creek Craft Brewery,"Virginia, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 12%,93,93,Na,4.21 | pDev: 9.74%,4.21,9.74%,22,78,Active,"Jul 09, 2014"
Straffe Hendrik Xmas Blend,Brouwerij De Halve Maan,Belgium,Quadrupel (Quad)Ranked #10,Quadrupel (Quad),Ranked #10, 11%,"95Ranked #1,662",95,"Ranked #1,662",4.32 | pDev: 6.02%,4.32,6.02%,40,73,Active,"Nov 24, 2018"
Oh My Quad,Wicked Weed Brewing,"North Carolina, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 11%,89,89,Na,3.96 | pDev: 9.34%,3.96,9.34%,21,71,Active,"Jul 30, 2013"
Growl,Off Color Brewing,"Illinois, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 8.5%,87,87,Na,3.87 | pDev: 9.56%,3.87,9.56%,22,71,Active,"Sep 12, 2016"
Quandary,River North Brewery,"Colorado, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 9.6%,86,86,Na,3.8 | pDev: 10.79%,3.8,10.79%,11,66,Active,"Feb 15, 2013"
Baby Horse,21st Amendment Brewery,"California, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 9.5%,88,88,Na,3.91 | pDev: 10.49%,3.91,10.49%,23,66,Active,"Dec 03, 2009"
Feest Noel,Three Taverns Craft Brewery,"Georgia, United States",Quadrupel (Quad)Ranked #81,Quadrupel (Quad),Ranked #81, 10%,"90Ranked #9,800",90,"Ranked #9,800",4.04 | pDev: 11.39%,4.04,11.39%,11,60,Active,"Nov 18, 2013"
Veneration,3 Sheeps Brewing,"Wisconsin, United States",Quadrupel (Quad)Ranked #14,Quadrupel (Quad),Ranked #14, 13%,"95Ranked #1,931",95,"Ranked #1,931",4.31 | pDev: 5.8%,4.31,5.8%,18,60,Active,"Nov 15, 2016"
Charred Walls Of The Damned,Burnt Hickory Brewery,"Georgia, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 13%,95,95,Na,4.35 | pDev: 8.74%,4.35,8.74%,14,59,Active,"Nov 18, 2013"
Ten,Funkwerks,"Colorado, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 10%,86,86,Na,3.83 | pDev: 8.88%,3.83,8.88%,14,56,Active,"Sep 07, 2013"
Plank IV,Heavy Seas Beer,"Maryland, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 10.5%,88,88,Na,3.94 | pDev: 10.66%,3.94,10.66%,17,55,Active,"Dec 15, 2015"
Hellfire Belgian Strong Ale,Straight To Ale,"Alabama, United States",Quadrupel (Quad),Quadrupel (Quad),Na, 10%,89,89,Na,3.98 | pDev: 11.06%,3.98,11.06%,10,55,Active,"Oct 15, 2010"
Barrel Series No. 3: Quandary - Whiskey Barrel-Aged,River North Brewery,"Colorado, United States",Quadrupel (Quad)Ranked #41,Quadrupel (Quad),Ranked #41, 12.7%,"92Ranked #5,418",92,"Ranked #5,418",4.16 | pDev: 9.38%,4.16,9.38%,23,54,Active,"Jul 24, 2012"
Petrus Chocolate Cherry Nitro Quad,De Brabandere,Belgium,Quadrupel (Quad)Ranked #119,Quadrupel (Quad),Ranked #119, 8.5%,"87Ranked #17,412",87,"Ranked #17,412",3.86 | pDev: 11.66%,3.86,11.66%,14,53,Active,"Dec 12, 2018"
