name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Enter Night,Arrogant Consortia,"California, United States",German PilsnerRanked #304,German Pilsner,Ranked #304, 5.7%,"85Ranked #21,989",85,"Ranked #21,989",3.75 | pDev: 11.2%,3.75,11.2%,102,252,Active,"Aug 20, 2018"
Palatine Pils,Suarez Family Brewery,"New York, United States",German PilsnerRanked #3,German Pilsner,Ranked #3, 5.2%,"95Ranked #1,328",95,"Ranked #1,328",4.31 | pDev: 6.26%,4.31,6.26%,73,243,Active,"Jul 06, 2016"
Spaten Pils,Spaten-Franziskaner-Bräu,Germany,German Pilsner,German Pilsner,Na, 5%,83,83,Na,3.66 | pDev: 12.57%,3.66,12.57%,119,241,Active,"Apr 12, 2002"
Vermont Pilsner,Lost Nation Brewing,"Vermont, United States",German PilsnerRanked #305,German Pilsner,Ranked #305, 4.8%,"85Ranked #21,972",85,"Ranked #21,972",3.75 | pDev: 10.13%,3.75,10.13%,35,240,Active,"Jul 11, 2013"
LTD Series - 03,Full Sail Brewing Company,"Oregon, United States",German Pilsner,German Pilsner,Na, 5.6%,82,82,Na,3.63 | pDev: 12.4%,3.63,12.4%,135,233,Active,"May 27, 2009"
Hopfenkönig,Brauerei Schloss Eggenberg,Austria,German PilsnerRanked #476,German Pilsner,Ranked #476, 5.1%,"81Ranked #25,719",81,"Ranked #25,719",3.58 | pDev: 14.25%,3.58,14.25%,98,216,Active,"Oct 19, 2003"
Kaiser Pils,Pennsylvania Brewing Company,"Pennsylvania, United States",German PilsnerRanked #333,German Pilsner,Ranked #333, 5%,"84Ranked #22,544",84,"Ranked #22,544",3.73 | pDev: 14.75%,3.73,14.75%,99,214,Active,"Feb 03, 2003"
Bibo,Creature Comforts,"Georgia, United States",German PilsnerRanked #71,German Pilsner,Ranked #71, 4.9%,"88Ranked #13,294",88,"Ranked #13,294",3.95 | pDev: 10.38%,3.95,10.38%,46,207,Active,"Apr 21, 2014"
Hardywood Pils,Hardywood Park Craft Brewery,"Virginia, United States",German PilsnerRanked #340,German Pilsner,Ranked #340, 5.2%,"84Ranked #22,810",84,"Ranked #22,810",3.72 | pDev: 11.29%,3.72,11.29%,44,202,Active,"Nov 07, 2014"
Dundee Pilsner,Genesee Brewing Co. / Dundee Brewing Co.,"New York, United States",German Pilsner,German Pilsner,Na, 4.85%,73,73,Na,3.15 | pDev: 16.19%,3.15,16.19%,53,199,Active,"Apr 06, 2011"
Patio Pils,Cigar City Brewing,"Florida, United States",German Pilsner,German Pilsner,Na, 6%,83,83,Na,3.65 | pDev: 12.6%,3.65,12.6%,28,197,Active,"Dec 05, 2008"
Christoffel Bier,Bierbrouwerij Sint Christoffel B.V,Netherlands,German Pilsner,German Pilsner,Na, 6%,86,86,Na,3.83 | pDev: 11.23%,3.83,11.23%,153,196,Active,"Nov 12, 2001"
Captain Jack,The Olde Mecklenburg Brewery,"North Carolina, United States",German PilsnerRanked #206,German Pilsner,Ranked #206, 4.8%,"86Ranked #18,903",86,"Ranked #18,903",3.83 | pDev: 13.58%,3.83,13.58%,55,185,Active,"May 12, 2011"
Freestyle Pilsner,Santa Fe Brewing Company,"New Mexico, United States",German PilsnerRanked #386,German Pilsner,Ranked #386, 5.5%,"83Ranked #24,057",83,"Ranked #24,057",3.67 | pDev: 13.35%,3.67,13.35%,57,184,Active,"May 14, 2006"
Old Style Pilsner,Molson Coors Canada,"Ontario, Canada",German PilsnerRanked #639,German Pilsner,Ranked #639, 5%,"69Ranked #28,403",69,"Ranked #28,403",2.92 | pDev: 24.66%,2.92,24.66%,65,180,Active,"Aug 05, 2002"
Stammtisch,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,"Missouri, United States",German PilsnerRanked #40,German Pilsner,Ranked #40, 5.4%,"90Ranked #10,536",90,"Ranked #10,536",4.01 | pDev: 8.98%,4.01,8.98%,62,176,Active,"Sep 29, 2014"
Holsten Premium,Holsten-Brauerei,Germany,German PilsnerRanked #637,German Pilsner,Ranked #637, 5%,"69Ranked #28,392",69,"Ranked #28,392",2.93 | pDev: 19.11%,2.93,19.11%,92,176,Active,"Feb 11, 2002"
KCCO Gold Lager,Resignation Brewery,"Texas, United States",German PilsnerRanked #576,German Pilsner,Ranked #576, 5%,"76Ranked #27,687",76,"Ranked #27,687",3.29 | pDev: 14.59%,3.29,14.59%,38,172,Active,"Oct 22, 2013"
Brauherren Pils,Einbecker Brauhaus,Germany,German PilsnerRanked #454,German Pilsner,Ranked #454, 4.9%,"82Ranked #25,358",82,"Ranked #25,358",3.6 | pDev: 14.72%,3.6,14.72%,90,170,Active,"Feb 28, 2002"
Garten Bräu Special Pilsner,Capital Brewery,"Wisconsin, United States",German PilsnerRanked #501,German Pilsner,Ranked #501, 4.7%,"80Ranked #26,346",80,"Ranked #26,346",3.52 | pDev: 12.78%,3.52,12.78%,98,170,Active,"Apr 16, 2002"
Vliet,Threes Brewing,"New York, United States",German PilsnerRanked #177,German Pilsner,Ranked #177, 5.1%,"87Ranked #17,572",87,"Ranked #17,572",3.86 | pDev: 8.29%,3.86,8.29%,42,168,Active,"Jan 23, 2015"
Golden Pilsener,Matt Brewing Company / Saranac Brewery,"New York, United States",German PilsnerRanked #592,German Pilsner,Ranked #592, 5.1%,"75Ranked #27,853",75,"Ranked #27,853",3.22 | pDev: 13.66%,3.22,13.66%,140,167,Active,"Nov 30, 2003"
Pils,Mahr's Bräu,Germany,German PilsnerRanked #73,German Pilsner,Ranked #73, 4.9%,"88Ranked #13,355",88,"Ranked #13,355",3.95 | pDev: 11.14%,3.95,11.14%,101,165,Active,"Jun 20, 2002"
Pilsner,Southern Tier Brewing Company,"New York, United States",German Pilsner,German Pilsner,Na, 5%,85,85,Na,3.79 | pDev: 10.29%,3.79,10.29%,59,164,Active,"Sep 08, 2003"
Narragansett Bohemian Pilsner,Narragansett Brewing Co.,"Rhode Island, United States",German PilsnerRanked #353,German Pilsner,Ranked #353, 5.2%,"84Ranked #23,034",84,"Ranked #23,034",3.71 | pDev: 10.51%,3.71,10.51%,37,162,Active,"Aug 30, 2013"
Qualify Pils,Suarez Family Brewery,"New York, United States",German PilsnerRanked #5,German Pilsner,Ranked #5, 5.5%,"94Ranked #2,699",94,"Ranked #2,699",4.23 | pDev: 7.09%,4.23,7.09%,54,162,Active,"Sep 05, 2016"
Maharaja Premium Indian Pilsner,Associated Breweries & Distilleries Ltd.,India,German PilsnerRanked #643,German Pilsner,Ranked #643, 5%,"68Ranked #28,463",68,"Ranked #28,463",2.86 | pDev: 20.98%,2.86,20.98%,101,161,Active,"Aug 23, 2002"
Celestial Gold,Church Brew Works,"Pennsylvania, United States",German Pilsner,German Pilsner,Na, 4.1%,79,79,Na,3.47 | pDev: 12.68%,3.47,12.68%,64,160,Active,"Sep 24, 2001"
Luppolo,Oxbow Brewing Company,"Maine, United States",German PilsnerRanked #26,German Pilsner,Ranked #26, 5%,"91Ranked #8,301",91,"Ranked #8,301",4.06 | pDev: 7.14%,4.06,7.14%,52,159,Active,"Oct 24, 2016"
Trauger Pilsner,Neshaminy Creek Brewing Company,"Pennsylvania, United States",German Pilsner,German Pilsner,Na, 4.8%,83,83,Na,3.64 | pDev: 9.62%,3.64,9.62%,37,157,Active,"Sep 14, 2012"
Weltenburger Pils,Klosterbrauerei Weltenburg,Germany,German PilsnerRanked #288,German Pilsner,Ranked #288, 4.9%,"85Ranked #21,553",85,"Ranked #21,553",3.76 | pDev: 12.23%,3.76,12.23%,93,157,Active,"Feb 14, 2003"
FOAM Pilsner,Sierra Nevada Brewing Co.,"California, United States",German PilsnerRanked #256,German Pilsner,Ranked #256, 5.6%,"85Ranked #20,470",85,"Ranked #20,470",3.79 | pDev: 12.66%,3.79,12.66%,32,156,Active,"Sep 09, 2011"
Metric,Industrial Arts Brewing Company - Beacon,"New York, United States",German PilsnerRanked #202,German Pilsner,Ranked #202, 4.7%,"86Ranked #18,423",86,"Ranked #18,423",3.84 | pDev: 9.64%,3.84,9.64%,50,153,Active,"Apr 08, 2017"
Venture Pils,Bent Paddle Brewing Co.,"Minnesota, United States",German PilsnerRanked #158,German Pilsner,Ranked #158, 5%,"87Ranked #16,657",87,"Ranked #16,657",3.88 | pDev: 9.02%,3.88,9.02%,31,152,Active,"Nov 11, 2013"
Oettinger Pils,Oettinger Brauerei GmbH,Germany,German PilsnerRanked #629,German Pilsner,Ranked #629, 4.7%,"71Ranked #28,229",71,"Ranked #28,229",3.03 | pDev: 19.47%,3.03,19.47%,72,152,Active,"Nov 16, 2003"
Slow Pour Pils,Bierstadt Lagerhaus,"Colorado, United States",German PilsnerRanked #2,German Pilsner,Ranked #2, 4.7%,"96Ranked #1,099",96,"Ranked #1,099",4.34 | pDev: 7.37%,4.34,7.37%,49,152,Active,"Aug 12, 2016"
Brau Pils,DC Brau Brewing Co.,"District of Columbia, United States",German PilsnerRanked #278,German Pilsner,Ranked #278, 4.6%,"85Ranked #21,184",85,"Ranked #21,184",3.77 | pDev: 9.81%,3.77,9.81%,51,151,Active,"Apr 10, 2015"
Pfaffenheck,Night Shift Brewing,"Massachusetts, United States",German Pilsner,German Pilsner,Na, 5.2%,86,86,Na,3.83 | pDev: 9.66%,3.83,9.66%,35,150,Active,"Oct 25, 2014"
Twins Pils,Summit Brewing Company,"Minnesota, United States",German PilsnerRanked #18,German Pilsner,Ranked #18, 5.1%,"91Ranked #7,135",91,"Ranked #7,135",4.09 | pDev: 10.02%,4.09,10.02%,61,147,Active,"Feb 15, 2016"
Neumarkter Lammsbräu (Organic) Pilsner,Neumarkter Lammsbräu,Germany,German PilsnerRanked #90,German Pilsner,Ranked #90, 4.8%,"88Ranked #14,322",88,"Ranked #14,322",3.93 | pDev: 11.96%,3.93,11.96%,64,146,Active,"Mar 06, 2006"
Shadowclock Pilsner,Burial Beer Co.,"North Carolina, United States",German PilsnerRanked #127,German Pilsner,Ranked #127, 5.5%,"87Ranked #15,731",87,"Ranked #15,731",3.9 | pDev: 7.69%,3.9,7.69%,43,142,Active,"Jul 19, 2015"
Okocim Beer,Browar Okocim S.A. (Carlsberg),Poland,German PilsnerRanked #606,German Pilsner,Ranked #606, 7%,"73Ranked #27,987",73,"Ranked #27,987",3.15 | pDev: 17.14%,3.15,17.14%,85,139,Active,"Jan 14, 2005"
Emergency Drinking Beer,Wild Heaven Beer,"Georgia, United States",German PilsnerRanked #536,German Pilsner,Ranked #536, 4.4%,"79Ranked #26,855",79,"Ranked #26,855",3.45 | pDev: 12.46%,3.45,12.46%,40,136,Active,"Jan 05, 2015"
The Premium Malt's,Suntory,Japan,German PilsnerRanked #595,German Pilsner,Ranked #595, 5.5%,"75Ranked #27,859",75,"Ranked #27,859",3.21 | pDev: 18.38%,3.21,18.38%,42,135,Active,"Jan 19, 2003"
Pepperell Pils,Banded Brewing Co.,"Maine, United States",German PilsnerRanked #315,German Pilsner,Ranked #315, 4.6%,"85Ranked #21,837",85,"Ranked #21,837",3.75 | pDev: 9.87%,3.75,9.87%,35,134,Active,"Feb 17, 2014"
Weihenstephaner Original Premium,Bayerische Staatsbrauerei Weihenstephan,Germany,HellesRanked #11,Helles,Ranked #11, 5.1%,"91Ranked #6,593",91,"Ranked #6,593",4.09 | pDev: 11.98%,4.09,11.98%,"1,035","2,696",Active,"Dec 30, 2000"
Hofbräu Original,Hofbräuhaus München,Germany,HellesRanked #125,Helles,Ranked #125, 5.1%,"86Ranked #19,031",86,"Ranked #19,031",3.83 | pDev: 12.79%,3.83,12.79%,617,"1,938",Active,"Mar 19, 2002"
Spaten Münchner Hell (München/Premium Lager),Spaten-Franziskaner-Bräu,Germany,HellesRanked #211,Helles,Ranked #211, 5.2%,"83Ranked #23,815",83,"Ranked #23,815",3.69 | pDev: 14.09%,3.69,14.09%,706,"1,695",Active,"Nov 08, 2001"
Two Women Lager,New Glarus Brewing Company,"Wisconsin, United States",HellesRanked #119,Helles,Ranked #119, 5%,"86Ranked #18,587",86,"Ranked #18,587",3.84 | pDev: 12.24%,3.84,12.24%,361,"1,605",Active,"Apr 11, 2010"
Münchner Hell (Original Munich Lager),Paulaner Brauerei,Germany,HellesRanked #158,Helles,Ranked #158, 4.9%,"85Ranked #21,056",85,"Ranked #21,056",3.78 | pDev: 11.9%,3.78,11.9%,598,"1,402",Active,"Mar 02, 1998"
Hell Lager,Surly Brewing Company,"Minnesota, United States",HellesRanked #126,Helles,Ranked #126, 5%,"86Ranked #19,023",86,"Ranked #19,023",3.83 | pDev: 10.7%,3.83,10.7%,371,"1,276",Active,"Aug 26, 2008"
Löwenbräu Original,Löwenbräu AG,Germany,HellesRanked #319,Helles,Ranked #319, 5.2%,"75Ranked #27,771",75,"Ranked #27,771",3.29 | pDev: 17.02%,3.29,17.02%,429,932,Active,"Jan 28, 2001"
Victory Helles Lager,Victory Brewing Company - Downingtown,"Pennsylvania, United States",HellesRanked #269,Helles,Ranked #269, 4.8%,"81Ranked #25,736",81,"Ranked #25,736",3.59 | pDev: 13.37%,3.59,13.37%,374,917,Active,"Oct 17, 2001"
Aecht Schlenkerla Helles Lagerbier,Schlenkerla (Heller-Bräu Trum),Germany,HellesRanked #54,Helles,Ranked #54, 4.3%,"88Ranked #13,189",88,"Ranked #13,189",3.95 | pDev: 11.9%,3.95,11.9%,478,888,Active,"Sep 29, 2003"
Münchner Gold,Hacker-Pschorr Bräu GmbH,Germany,HellesRanked #186,Helles,Ranked #186, 5.5%,"84Ranked #22,704",84,"Ranked #22,704",3.73 | pDev: 11.8%,3.73,11.8%,331,773,Active,"Jun 30, 2006"
Bikini Blonde Lager,Maui Brewing Co.,"Hawaii, United States",HellesRanked #259,Helles,Ranked #259, 5.1%,"82Ranked #25,398",82,"Ranked #25,398",3.61 | pDev: 12.47%,3.61,12.47%,210,670,Active,"Jul 07, 2008"
Longfin Lager,Ballast Point Brewing Company,"California, United States",HellesRanked #265,Helles,Ranked #265, 4.5%,"82Ranked #25,536",82,"Ranked #25,536",3.6 | pDev: 12.78%,3.6,12.78%,128,605,Active,"Aug 07, 2006"
House Lager,Jack's Abby Brewing,"Massachusetts, United States",HellesRanked #70,Helles,Ranked #70, 5.2%,"88Ranked #14,742",88,"Ranked #14,742",3.92 | pDev: 9.44%,3.92,9.44%,181,596,Active,"Jan 05, 2015"
Gold Lager,Stoudts Brewing Co.,"Pennsylvania, United States",HellesRanked #75,Helles,Ranked #75, 4.7%,"88Ranked #15,254",88,"Ranked #15,254",3.91 | pDev: 13.81%,3.91,13.81%,263,551,Active,"Nov 19, 2001"
Lagerbier Hell,Augustiner-Bräu,Germany,HellesRanked #4,Helles,Ranked #4, 5.2%,"93Ranked #3,542",93,"Ranked #3,542",4.18 | pDev: 12.68%,4.18,12.68%,167,536,Active,"Jan 15, 2002"
Summer Pils,Saint Arnold Brewing Company,"Texas, United States",HellesRanked #277,Helles,Ranked #277, 4.9%,"81Ranked #25,943",81,"Ranked #25,943",3.57 | pDev: 14.85%,3.57,14.85%,177,534,Active,"May 08, 2003"
Stiegl Goldbräu,Stieglbrauerei zu Salzburg GmbH,Austria,HellesRanked #294,Helles,Ranked #294, 5%,"80Ranked #26,475",80,"Ranked #26,475",3.52 | pDev: 15.06%,3.52,15.06%,214,501,Active,"Apr 08, 2002"
Samuel Adams Fresh As Helles,Boston Beer Company (Samuel Adams),"Massachusetts, United States",HellesRanked #252,Helles,Ranked #252, 5.4%,"82Ranked #25,196",82,"Ranked #25,196",3.62 | pDev: 11.33%,3.62,11.33%,150,469,Active,"Dec 22, 2016"
Helles Golden Lager,von Trapp Brewing,"Vermont, United States",HellesRanked #99,Helles,Ranked #99, 4.9%,"87Ranked #17,183",87,"Ranked #17,183",3.87 | pDev: 9.82%,3.87,9.82%,151,461,Active,"Apr 19, 2010"
Andechser Hell,Klosterbrauerei Andechs,Germany,HellesRanked #26,Helles,Ranked #26, 4.8%,"90Ranked #9,424",90,"Ranked #9,424",4.03 | pDev: 10.92%,4.03,10.92%,155,418,Active,"Feb 20, 2003"
Summer Lager,The Schlafly Tap Room,"Missouri, United States",HellesRanked #291,Helles,Ranked #291, 4.5%,"80Ranked #26,463",80,"Ranked #26,463",3.52 | pDev: 13.07%,3.52,13.07%,115,402,Active,"Apr 14, 2009"
Helles Golden Lager,Sly Fox Brewing Company,"Pennsylvania, United States",HellesRanked #228,Helles,Ranked #228, 4.9%,"83Ranked #24,186",83,"Ranked #24,186",3.67 | pDev: 13.08%,3.67,13.08%,102,391,Active,"Jun 16, 2005"
Firestone Lager,Firestone Walker Brewing Co.,"California, United States",HellesRanked #77,Helles,Ranked #77, 4.5%,"88Ranked #15,277",88,"Ranked #15,277",3.91 | pDev: 7.93%,3.91,7.93%,120,283,Active,"Sep 05, 2017"
Penn Gold,Pennsylvania Brewing Company,"Pennsylvania, United States",HellesRanked #160,Helles,Ranked #160, 4.5%,"85Ranked #20,930",85,"Ranked #20,930",3.78 | pDev: 12.17%,3.78,12.17%,142,260,Active,"Apr 17, 2002"
Henninger Premium Lager,Henninger Bräu AG,Germany,HellesRanked #325,Helles,Ranked #325, 4.8%,"71Ranked #28,228",71,"Ranked #28,228",3.05 | pDev: 18.69%,3.05,18.69%,154,240,Active,"Apr 03, 2003"
Gold Leaf Lager,Devils Backbone Brewing Company,"Virginia, United States",HellesRanked #271,Helles,Ranked #271, 4.5%,"81Ranked #25,733",81,"Ranked #25,733",3.58 | pDev: 13.41%,3.58,13.41%,60,225,Active,"Dec 24, 2008"
Marie,Hill Farmstead Brewery,"Vermont, United States",HellesRanked #2,Helles,Ranked #2, 5%,"94Ranked #2,792",94,"Ranked #2,792",4.22 | pDev: 6.87%,4.22,6.87%,57,219,Active,"Apr 11, 2017"
Where The Helles Summer?,Southern Tier Brewing Company,"New York, United States",Helles,Helles,Na, 4.6%,85,85,Na,3.78 | pDev: 9.79%,3.78,9.79%,45,206,Active,"Nov 24, 2014"
Lager House Original Golden Helles,Christian Moerlein Brewing Company,"Ohio, United States",HellesRanked #301,Helles,Ranked #301, 5.2%,"79Ranked #26,695",79,"Ranked #26,695",3.48 | pDev: 14.66%,3.48,14.66%,64,197,Active,"Jul 21, 2008"
Helles,Mahr's Bräu,Germany,HellesRanked #61,Helles,Ranked #61, 4.9%,"88Ranked #13,783",88,"Ranked #13,783",3.94 | pDev: 11.17%,3.94,11.17%,99,193,Active,"Sep 28, 2003"
Rahr's Blonde,Rahr & Sons Brewing Company,"Texas, United States",HellesRanked #315,Helles,Ranked #315, 5%,"78Ranked #27,264",78,"Ranked #27,264",3.39 | pDev: 16.52%,3.39,16.52%,20,186,Active,"Oct 01, 2011"
Munich-Style Lager,Thomas Hooker Brewing Company,"Connecticut, United States",HellesRanked #71,Helles,Ranked #71, 4.8%,"88Ranked #14,813",88,"Ranked #14,813",3.92 | pDev: 11.73%,3.92,11.73%,118,184,Active,"Sep 27, 2003"
Samuel Adams Heaven Or Helles,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Helles,Helles,Na, 5%,83,83,Na,3.66 | pDev: 10.93%,3.66,10.93%,44,177,Active,"Mar 14, 2016"
Benediktiner Hell,Klosterbrauerei Ettal,Germany,HellesRanked #197,Helles,Ranked #197, 5%,"84Ranked #23,041",84,"Ranked #23,041",3.71 | pDev: 9.97%,3.71,9.97%,70,176,Active,"Mar 04, 2017"
Weihenstephaner Helles,Bayerische Staatsbrauerei Weihenstephan,Germany,HellesRanked #5,Helles,Ranked #5, 4.8%,"93Ranked #3,571",93,"Ranked #3,571",4.19 | pDev: 6.68%,4.19,6.68%,71,171,Active,"Feb 09, 2021"
Blonde Lager,Rahr & Sons Brewing Company,"Texas, United States",Helles,Helles,Na, 4.8%,77,77,Na,3.35 | pDev: 16.12%,3.35,16.12%,78,163,Active,"Sep 21, 2004"
Münchner Hell,Hacker-Pschorr Bräu GmbH,Germany,HellesRanked #151,Helles,Ranked #151, 4.9%,"85Ranked #20,474",85,"Ranked #20,474",3.79 | pDev: 13.46%,3.79,13.46%,65,161,Active,"Jun 18, 2001"
Edelhell,Hacker-Pschorr Bräu GmbH,Germany,HellesRanked #229,Helles,Ranked #229, 5.5%,"83Ranked #24,196",83,"Ranked #24,196",3.66 | pDev: 12.02%,3.66,12.02%,113,144,Active,"May 06, 2003"
Weltenburger Kloster Barock-Hell,Klosterbrauerei Weltenburg,Germany,HellesRanked #81,Helles,Ranked #81, 5.6%,"88Ranked #15,313",88,"Ranked #15,313",3.91 | pDev: 9.21%,3.91,9.21%,80,144,Active,"Jul 01, 2002"
Hummin' Bird,Red Oak Brewery,"North Carolina, United States",HellesRanked #152,Helles,Ranked #152, 4.5%,"85Ranked #20,432",85,"Ranked #20,432",3.79 | pDev: 15.57%,3.79,15.57%,44,139,Active,"Mar 04, 2003"
1516 Bavarian Lager,Okanagan Spring Brewery,"British Columbia, Canada",Helles,Helles,Na, 5%,77,77,Na,3.31 | pDev: 14.5%,3.31,14.5%,45,132,Active,"Apr 13, 2003"
Heavenly Helles,Church Street Brewing Company,"Illinois, United States",HellesRanked #246,Helles,Ranked #246, 5.4%,"82Ranked #24,754",82,"Ranked #24,754",3.63 | pDev: 12.95%,3.63,12.95%,26,130,Active,"Jun 10, 2013"
Ottakringer Helles,Ottakringer Brauerei AG,Austria,HellesRanked #323,Helles,Ranked #323, 5.2%,"74Ranked #27,982",74,"Ranked #27,982",3.15 | pDev: 17.46%,3.15,17.46%,47,130,Active,"Jun 03, 2003"
Helles Belles,Ninkasi Brewing Company,"Oregon, United States",Helles,Helles,Na, 5.3%,82,82,Na,3.6 | pDev: 11.11%,3.6,11.11%,42,128,Active,"Aug 28, 2011"
Tegernseer Hell,Herzoglich Bayerisches Brauhaus Tegernsee,Germany,HellesRanked #95,Helles,Ranked #95, 4.8%,"87Ranked #16,632",87,"Ranked #16,632",3.88 | pDev: 13.66%,3.88,13.66%,45,126,Active,"Oct 12, 2002"
Samuel Adams Golden Hour,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Helles,Helles,Na, 5%,83,83,Na,3.64 | pDev: 9.89%,3.64,9.89%,45,124,Active,"Jan 15, 2017"
Neuschwansteiner,Der HirschBrau/Privatbrauerei Höss,Germany,Helles,Helles,Na, 4.7%,82,82,Na,3.61 | pDev: 13.57%,3.61,13.57%,97,124,Active,"Mar 29, 2002"
Hell,Flötzinger Bräu,Germany,HellesRanked #282,Helles,Ranked #282, 5%,"81Ranked #26,060",81,"Ranked #26,060",3.54 | pDev: 12.43%,3.54,12.43%,56,124,Active,"Jul 23, 2009"
Hells Lager,Camden Town Brewery,"England, United Kingdom",HellesRanked #300,Helles,Ranked #300, 4.8%,"80Ranked #26,610",80,"Ranked #26,610",3.48 | pDev: 12.93%,3.48,12.93%,37,119,Active,"Nov 14, 2011"
Bat Outta Helles,Freetail Brewing Company,"Texas, United States",Helles,Helles,Na, 5%,86,86,Na,3.8 | pDev: 9.74%,3.8,9.74%,23,117,Active,"Mar 22, 2009"
Velas Helles,Smoky Mountain Brewery & Restaurant,"Tennessee, United States",Helles,Helles,Na, 5.2%,77,77,Na,3.31 | pDev: 17.22%,3.31,17.22%,43,114,Active,"Feb 06, 2003"
Helles Other People,Tired Hands Brewing Company,"Pennsylvania, United States",HellesRanked #123,Helles,Ranked #123, 5.3%,"86Ranked #18,378",86,"Ranked #18,378",3.84 | pDev: 8.33%,3.84,8.33%,39,113,Active,"Mar 17, 2016"
Ruekeller: Helles,The Bruery,"California, United States",HellesRanked #27,Helles,Ranked #27, 5.2%,"90Ranked #9,352",90,"Ranked #9,352",4.04 | pDev: 9.65%,4.04,9.65%,39,112,Active,"Mar 27, 2019"
Wanderer,Tree House Brewing Company,"Massachusetts, United States",HellesRanked #7,Helles,Ranked #7, 5%,"92Ranked #5,379",92,"Ranked #5,379",4.14 | pDev: 7%,4.14,7%,31,109,Active,"Feb 03, 2020"
Hell,Aktienbrauerei Kaufbeuren AG,Germany,HellesRanked #171,Helles,Ranked #171, 5%,"85Ranked #21,444",85,"Ranked #21,444",3.76 | pDev: 12.77%,3.76,12.77%,53,108,Active,"Oct 18, 2002"
Tucher Helles Lager,Brauerei Tucher Brau,Germany,HellesRanked #64,Helles,Ranked #64, 5.2%,"88Ranked #13,884",88,"Ranked #13,884",3.94 | pDev: 8.12%,3.94,8.12%,47,108,Active,"Dec 19, 2019"
Wittmann Urhell,Brauerei C. Wittmann,Germany,HellesRanked #296,Helles,Ranked #296, 4.9%,"80Ranked #26,497",80,"Ranked #26,497",3.49 | pDev: 10.6%,3.49,10.6%,43,104,Active,"Nov 03, 2013"
Käuzle Helles Lager,Kauzen-Bräu,Germany,HellesRanked #213,Helles,Ranked #213, 5.2%,"83Ranked #23,607",83,"Ranked #23,607",3.68 | pDev: 8.7%,3.68,8.7%,39,102,Active,"Oct 10, 2018"
Ayinger Lager Hell,Ayinger Privatbrauerei,Germany,HellesRanked #145,Helles,Ranked #145, 4.9%,"86Ranked #19,957",86,"Ranked #19,957",3.8 | pDev: 12.89%,3.8,12.89%,37,101,Active,"Mar 17, 2003"
Grandl,Ankerbräu Nördlingen,Germany,Helles,Helles,Na, 5.1%,79,79,Na,3.46 | pDev: 8.96%,3.46,8.96%,41,100,Active,"Feb 24, 2010"
Helles,Dovetail Brewery,"Illinois, United States",HellesRanked #18,Helles,Ranked #18, 4.4%,"91Ranked #7,754",91,"Ranked #7,754",4.08 | pDev: 7.11%,4.08,7.11%,49,99,Active,"Jul 28, 2017"
Gull,Ölgerðin Egill Skallagrímsson,Iceland,HellesRanked #326,Helles,Ranked #326, 5%,"67Ranked #28,517",67,"Ranked #28,517",2.78 | pDev: 20.5%,2.78,20.5%,29,98,Active,"Jan 29, 2006"
Starlight Lager,Fat Head's Brewery & Saloon,"Ohio, United States",HellesRanked #232,Helles,Ranked #232, 4.9%,"83Ranked #24,237",83,"Ranked #24,237",3.65 | pDev: 13.15%,3.65,13.15%,35,96,Active,"Nov 06, 2009"
Velvet Glow,Russian River Brewing Company,"California, United States",HellesRanked #24,Helles,Ranked #24, 4.75%,"90Ranked #8,628",90,"Ranked #8,628",4.06 | pDev: 7.88%,4.06,7.88%,31,93,Active,"Jul 13, 2019"
Moosbacher Lager,Private Landbrauerei Scheuerer,Germany,HellesRanked #292,Helles,Ranked #292, 5%,"80Ranked #26,366",80,"Ranked #26,366",3.5 | pDev: 14.86%,3.5,14.86%,64,93,Active,"Apr 27, 2006"
Urtyp Hell Edel Bayer,Privatbrauerei H. Egerer,Germany,HellesRanked #308,Helles,Ranked #308, 4.6%,"78Ranked #27,072",78,"Ranked #27,072",3.4 | pDev: 10%,3.4,10%,34,91,Active,"Nov 16, 2015"
Samuel Adams Bavarian Lager,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Helles,Helles,Na, 5.5%,82,82,Na,3.58 | pDev: 12.29%,3.58,12.29%,33,91,Active,"Dec 20, 2018"
Weltenburger Kloster Urtyp Hell,Klosterbrauerei Weltenburg,Germany,HellesRanked #286,Helles,Ranked #286, 4.9%,"81Ranked #26,061",81,"Ranked #26,061",3.53 | pDev: 15.3%,3.53,15.3%,53,90,Active,"Oct 22, 2002"
Helles,Bierstadt Lagerhaus,"Colorado, United States",HellesRanked #9,Helles,Ranked #9, 4.9%,"92Ranked #5,557",92,"Ranked #5,557",4.14 | pDev: 6.52%,4.14,6.52%,32,89,Active,"Aug 12, 2016"
Quöllfrisch Hell,Brauerei Locher AG,Switzerland,HellesRanked #278,Helles,Ranked #278, 4.8%,"81Ranked #25,827",81,"Ranked #25,827",3.55 | pDev: 15.77%,3.55,15.77%,38,88,Active,"Mar 23, 2006"
